"row ID","style","country","stars","top_ten","brand","variety"
"1846","Tray","USA",4.5,,"Ottogi","Odongtong Myon Seafood"
"1845","Pack","Bangladesh",3.25,,"Maruchan","Yakisoba Spicy Vegetable"
"1844","Bowl","Japan",5,,"Gau Do","Chicken Shrimp"
"1843","Pack","Taiwan",4.5,,"Nissin","U.F.O. Yakiosoba"
"1842","Pack","Taiwan",5,,"JML","Artificial Spicy Beef"
"1841","Pack","Taiwan",4,,"Indomie","Mi Goreng Sate (Local)"
"1840","Pack","Taiwan",3.25,,"Wei Lih","Good Good Eat Super Ramen Vegetable"
"1839","Pack","Malaysia",5,,"Golden Mie","chicken"
"1838","Pack","Malaysia",4.5,,"Mamee","Express Cup Tom Yum"
"1837","Pack","Malaysia",5,,"Payless","Instant Mami Beef"
"1836","Pack","Malaysia",5,,"Nongshim","Jinjja Jinjja"
"1835","Pack","Malaysia",5,,"JML","Artificial Mushroom Chicken"
"1834","Pack","Malaysia",5,,"Nissin","Spoon-it Chicken"
"1833","Pack","Malaysia",3.75,,"Hosoonyi","Naengmyeon Combo"
"1832","Pack","Thailand",3.5,,"Sapporo Ichiban","Chow Mein (New)"
"1831","Pack","Japan",4,,"Nongshim","Bowl Noodle Spicy Kimchi (New)"
"1830","Pack","Taiwan",4.75,,"Nongshim","Shin Ramyun Black Onion"
"1829","Pack","Taiwan",5,,"Nongshim","Bowl Noodle Savory Tempura Udon"
"1828","Pack","Taiwan",5,"2016 #9","Nongshim","Soba"
"1827","Pack","South Korea",5,,"Nongshim","Ansungtangmyun (US Version)"
"1826","Pack","Cambodia",3.5,,"Nongshim","Udon "
"1825","Pack","China",4.5,,"Daikoku","Bikkuchigekara Big Chige"
"1824","Cup","USA",5,,"Indomie","Mi Goreng Vegan"
"1823","Pack","Malaysia",4,,"JML","Artificial Stew Pork"
"1822","Pack","Indonesia",3.5,,"Nongshim","Bowl Noodle Savory Lobster (New)"
"1821","Bowl","USA",3.25,,"Nissin","Big Cup Noodles Roast Chicken"
"1820","Bowl","Taiwan",1.5,,"Thai Kitchen","Garlic Vegetable Rice Noodle"
"1819","Bowl","Thailand",5,,"Long Kow","Kimchi Pickle Bean Vermicelli"
"1818","Bowl","Japan",4.5,,"Maggi","2 Minute Noodles Tricky Tomato"
"1817","Bowl","Malaysia",4,,"Sempio","Seafood Noodle Cup"
"1816","Bowl","Vietnam",3.25,,"Super Bihun","Kuah Rice Noodles"
"1815","Pack","Japan",4,,"Fashion Foods","Beef Pho"
"1814","Pack","Netherlands",3,,"Fashion Foods","Mushroom Vegetarian"
"1813","Pack","Germany",4.25,,"Fashion Foods","Oriental"
"1812","Bowl","China",4.25,,"Nissin","Cup Noodles Shrimp Picante Style"
"1811","Pack","Netherlands",3.5,,"Kailo","Chicken"
"1810","Pack","Malaysia",5,,"Mi Sedaap","Mi Kuah Rasa Ayam Bawang"
"1809","Bowl","Japan",4.75,,"Nongshim","Bowl Noodle Hot & Spicy Beef (New)"
"1808","Cup","Thailand",3.5,,"Little Cook","TVP Stewed Pork"
"1807","Cup","Thailand",3.5,,"Indomie","Rasa Sup Sayuran Vegan"
"1806","Pack","Malaysia",3.5,,"JML","Seafood"
"1805","Pack","Bangladesh",4,,"Sarimi","Isi 2 Rasa Kari spesial"
"1804","Pack","Hungary",4.75,,"Mr. Noodles","Oriental"
"1803","Pack","Thailand",4,,"Mamee","Express Cup Curry"
"1802","Cup","USA",3.5,,"Indomie","Mi Goreng Kriuuk Ayam"
"1801","Pack","China",3.75,,"Ottogi","Jin Ramen (Mild) (Import)"
"1800","Cup","USA",0.25,,"Vina Acecook","Kingcook Beef"
"1799","Bowl","USA",2.5,,"Nongshim","Bowl Noodle Savory Shrimp (New)"
"1798","Pack","Netherlands",2.75,,"Nissin","Cup Noodles Salsa Picante Chicken"
"1797","Pack","Thailand",3.5,,"Hankow","Cai Lin Ji Dry Noodles"
"1796","Pack","Japan",4.75,,"Sarimi","Isi 2 Rasa Soto"
"1795","Pack","Canada",0,,"Mr. Noodles","Beef"
"1794","Pack","Malaysia",3,,"Emart","Ramen E Ramen White Broth"
"1793","Pack","Malaysia",3.5,,"Uni-President","100 Beef With Sauerkraut"
"1792","Pack","Malaysia",3.5,,"SuperMi","GoKar"
"1791","Pack","Malaysia",4.25,,"GreeNoodle","Shiitake & Soy Sauce"
"1790","Cup","Malaysia",4.5,,"Acecook","Super Big Ramen Tonkotsu"
"1789","Pack","Malaysia",3.5,,"Nongshim","Bowl Noodle Spicy Chicken (New)"
"1788","Cup","Malaysia",3,,"Mr. Noodles","Spicy Beef"
"1787","Pack","Malaysia",4,,"Sarimi","Soto Koya Jeruk Nipis"
"1786","Tray","USA",4.25,,"Master Kong","Red Oil Dan Dan"
"1785","Cup","Malaysia",3.5,,"Vina Acecook","Kingcook Vegetable"
"1784","Pack","Japan",5,,"Golden Mie","Vegetable"
"1783","Pack","Netherlands",4.5,,"Golden Wheat","South Korean Style Pork"
"1782","Pack","Canada",0,,"Nongshim","Bowl Noodle Savory Chicken (New)"
"1781","Bowl","Malaysia",5,,"Mr. Noodles","Chicken"
"1780","Pack","South Korea",4.5,,"Gau Do","Hot Sour Shrimp"
"1779","Pack","Taiwan",3.25,,"Sarimi","Isi 2 Mi Goreng Rasa Ayam Kecap"
"1778","Pack","China",5,,"Master Kong","Premium Taste Roasted Beef"
"1777","Bowl","China",3.5,,"Little Cook","Abalone Chicken"
"1776","Bowl","China",5,,"Acecook","Super Big Ramen Soy Sauce"
"1775","Bowl","China",4.25,,"Ohsung","Hot Spicy Bowl With Soy Peptide"
"1774","Pack","China",5,,"SuperMi","Super Rasa Ayam Bawang"
"1773","Bowl","China",4,,"Kim's Bowl","Vegetarian Tom Yum"
"1772","Pack","China",5,,"Nongshim","Neoguri Mild (South Korea)"
"1771","Bowl","China",3.5,,"ABC","Selera Pedas Mi Goreng Hot Chicken Lemon"
"1770","Bowl","China",4.5,,"Mr. Noodles","Vegetable"
"1769","Pack","Malaysia",5,,"Master Kong","Spicy Beef"
"1768","Bowl","Japan",5,,"Mr. Noodles","Spicy Chicken"
"1767","Pack","Cambodia",4,,"Indomie","Beef"
"1766","Bowl","South Korea",3.5,,"Chencun","Stewde Chicken Of Mushroom"
"1765","Cup","USA",3.5,,"Vina Acecook","Oh! Ricey Phnom Penh Rice Noodle"
"1764","Pack","Finland",3.75,,"Souper","Bowl Ramen Shrimp"
"1763","Pack","Japan",4.5,,"SuperMi","Sedaaap Mi Kuah Rasa Soto"
"1762","Pack","Taiwan",4,,"Maruchan","Tempura Soba"
"1761","Bowl","USA",1,,"Sunlee","Tom Yum Shrimp Rice Stick"
"1760","Bowl","Japan",4.5,,"Master Kong","Potatoes & Stewed Beef"
"1759","Cup","Thailand",4,,"Paldo","Speed King Bowl (Prototype)"
"1758","Pack","Malaysia",3.5,,"Paldo","Kokomen Spicy Chicken"
"1757","Pack","Netherlands",3.25,,"Paldo","Bibim Men Cucumber"
"1756","Pack","Taiwan",4.25,,"Paldo","Shoyu"
"1755","Pack","Bangladesh",4,,"Paldo","Namja"
"1754","Bowl","South Korea",5,,"Paldo","Rabokki"
"1753","Bowl","USA",3.5,,"Paldo","Seolleongtangmyeon"
"1752","Pack","Japan",4.75,,"Paldo","Kko Kko Myun King Cup"
"1751","Pack","Taiwan",5,,"Seven-Eleven","Seven & I Shoyu"
"1750","Cup","Indonesia",5,,"Vifon","Instant Porridge Chicken"
"1749","Pack","Thailand",5,,"Dragonfly","Mee Goreng Dry Ramen Noodles"
"1748","Cup","Canada",3,,"Wai Wai","Vegetarian"
"1747","Pack","Malaysia",3.5,,"Indomie","Mi Goreng Kriuuk Pedas"
"1746","Bowl","Japan",4.25,,"Mr. Noodles","Shrimp"
"1745","Pack","Netherlands",3.5,,"Binh Tay","Mi Chay Vegetarian"
"1744","Pack","Taiwan",5,,"Nissin","Top Ramen Cucharealo Picante Chicken"
"1743","Pack","Myanmar",4.5,,"Sarimi","Soto Koya Gurih"
"1742","Pack","Malaysia",4.5,,"CJ CheilJedang","Mild Bean Curd Stew"
"1741","Bowl","USA",2.5,,"Chewy","Stir Rice Vermicelli Singaporean Laksa"
"1740","Pack","China",4.25,,"Nongshim","Chapagetti (South Korean)"
"1739","Bowl","Japan",4.5,,"JML","Artificial Stew Beef"
"1738","Cup","Thailand",4.25,,"Nissin","Top Ramen Short Cuts Beef"
"1737","Cup","Indonesia",3.75,,"Maggi","2 Minute Noodles Perencah Asam Laksa"
"1736","Pack","Malaysia",5,,"Nongshim","Doong Ji Cold Noodle Chilled Broth"
"1735","Bowl","China",4,,"Vifon","Mi Kim Chee"
"1734","Pack","Singapore",4.25,,"Itomen","Sansai Soba Edible Wld Plant"
"1733","Pack","Germany",3.75,,"Golden Wheat","South Korean Style Spicy Pork"
"1732","Cup","Malaysia",3.25,,"Nissin","Top Ramen Cucharealo Tomato Chicken"
"1731","Pack","Cambodia",5,,"Nissin","Top Ramen Short Cuts Chicken"
"1730","Pack","Taiwan",4.5,,"Dragonfly","Artificial Pork Ribs"
"1729","Cup","Taiwan",2.75,,"SuperMi","Sedaaap Mi Kuah Rasa Kari Ayam"
"1728","Bowl","Japan",3.25,,"Dongwon","RaUdong Unfried Noodle With Kimchi"
"1727","Bowl","Taiwan",5,,"Long Kow","Crystal Noodles Hot & Sour"
"1726","Bowl","Vietnam",3,,"Vina Acecook","Bestcook Hot & Sour Shrimp"
"1725","Pack","Taiwan",3.25,,"Little Cook","Mushroom Vegetarian"
"1724","Pack","Finland",3.5,,"Sempio","Seafood Vermicelli Anchovy"
"1723","Pack","China",3.75,,"Indomie","Rasa Mi Cakalang"
"1722","Pack","Malaysia",4.5,,"Tradition","Imitation Chicken Vegetarian"
"1721","Pack","Indonesia",4.25,,"Baijia","Artificial Pickled Cabbage Fish"
"1720","Cup","Malaysia",5,,"Vina Acecook","Hao Hao Mi Chay Vegetarian"
"1719","Bowl","Thailand",2.5,,"Nissin","Top Ramen Short Cuts Roast Chicken"
"1718","Cup","Vietnam",2.5,,"Indomie","Special Fried Curly Noodle (Local)"
"1717","Pack","Sarawak",4,,"Unif / Tung-I","Chinese Spices Tong Tsai Bean Vermicelli"
"1716","Pack","Myanmar",3.5,,"Little Cook","Stewed Duck"
"1715","Pack","Thailand",3.75,,"Master Kong","Mianba"
"1714","Pack","China",3.75,,"Indomie","Rasa Coto Makassar"
"1713","Pack","Malaysia",5,,"CJ CheilJedang","Katsuobushi Udon"
"1712","Pack","Japan",4.5,,"Vina Acecook","Good Chicken Bean Vermicelli"
"1711","Pack","Malaysia",4,,"SuperMi","Mi Keriting Rasa Ayam Bawang"
"1710","Pack","Taiwan",5,,"Dragonfly","Artificial Hot & Sour Shrimp"
"1709","Pack","Hungary",4,,"Nongshim","Chapagetti"
"1708","Pack","Sarawak",4,,"Vifon","Viet Rice Noodles Chicken"
"1707","Bowl","Canada",3.5,,"Fuji Mengyo","Nabeyaki Udon"
"1706","Cup","Malaysia",4.75,,"Sunlee","Artificial Chicken Rice Vermicelli"
"1705","Pack","Malaysia",4.5,,"Sarimi","Soto Koya Pedasss"
"1704","Pack","China",3.75,,"Nongshim","Shin Bowl (New)"
"1703","Cup","Thailand",3.5,,"Nissin","Top Ramen Short Cuts Lime Chili"
"1702","Cup","Japan",2.75,,"Song Hak","Rice Topokki"
"1701","Pack","Japan",4.25,,"Golden Wheat","South Korean Style Seafood"
"1700","Pack","Taiwan",4,,"Han's South Korea","Rice Noodle With Hot & Spicy"
"1699","Pack","Malaysia",3.5,,"SuperMi","GoBang"
"1698","Cup","USA",4,,"Yamachan","Shio Ramen Seafood Mild"
"1697","Pack","Sarawak",5,,"Yamachan","Miso Ramen - Mild"
"1696","Cup","Thailand",5,,"Yamachan","Miso Ramen Rich Sapporo Miso"
"1695","Cup","Thailand",5,,"Yamachan","Tonkotsu-Shoyu Rich Pork Flavor Ramen"
"1694","Pack","Thailand",4.75,,"Yamachan","Cold Noodles With Lemon Soy Dressing"
"1693","Cup","Myanmar",5,,"Yamachan","Nagasaki Sara Udon Chicken "
"1692","Pack","Bangladesh",3.25,,"Yamachan","Rich Shoyu Ramen"
"1691","Cup","Thailand",3.5,,"Unif / Tung-I","Mushroom Flavor Ramen Noodles"
"1690","Bowl","China",4,,"Vina Acecook","Hao Hao Mushroom"
"1689","Pack","China",5,"2016 #7","ABC","Selera Pedas Hot Tomato Soup Flavor"
"1688","Bowl","China",3.75,,"Paldo","Bowl Noodle Shrimp Flavor"
"1687","Pack","China",3.75,,"Han's South Korea","Rice Noodle With Kimchi Flavored Soup"
"1686","Pack","China",3.5,,"SuperMi","Sedaaap Mi Goreng"
"1685","Pack","China",4,,"Vina Acecook","Good Tomyum Kung Bean Vermicelli"
"1684","Bowl","China",4.5,,"FMF","Chow Masala"
"1683","Pack","China",5,,"Long Kow","Crystal Noodles Savory Shoyu"
"1682","Pack","China",4,,"FMF","Chow Tomato "
"1681","Bowl","China",3.75,,"Maruchan","Instant Lunch Chicken"
"1680","Pack","Malaysia",4.5,,"Sarimi","Rasa Ayam Bawang"
"1679","Bowl","Taiwan",3.5,,"Sunlee","Pho Bo Beef Flavour Rice Stick"
"1678","Pack","USA",5,,"Han's South Korea","Rice Noodle With Seafood Flavored Soup"
"1677","Pack","South Korea",5,,"Myojo","Ippei-chan Yomise-No Yakisoba Oriental"
"1676","Pack","Malaysia",4.25,,"Tradition","Vegetable Instant Noodle soup"
"1675","Pack","China",4.5,,"Daddy","Kari 365 Curry Flavour"
"1674","Cup","South Korea",3.5,,"Nongshim","Neoguri Spicy Seafood"
"1673","Pack","Taiwan",3.5,,"Sapporo Ichiban","Original Flavor"
"1672","Cup","Canada",3.25,,"Indomie","Kriuuk Bawang"
"1671","Pack","Malaysia",5,,"Paldo","Namja Ramyun"
"1670","Pack","Indonesia",3.75,,"Nissin","Top Ramen Cucharealo Habanero Shrimp"
"1669","Cup","Vietnam",1.25,,"Maruchan","Instant Lunch Shrimp"
"1668","Cup","Thailand",3.5,,"Nongshim","Spicy Shrimp Cup Ramyun"
"1667","Pack","Taiwan",5,,"Nissin","Ramen Shop Sapporo Miso"
"1666","Cup","Vietnam",3,,"Wai Wai","Casserole Beef Flavour"
"1665","Pack","Vietnam",1.5,,"Goku Uma","Seafood Flavor Japanese Noodles"
"1664","Pack","Malaysia",2,,"Vina Acecook","Good Chicken Abalone Bean Vermicelli"
"1663","Pack","Vietnam",4,,"Nongshim","Tempura Udon Flavor Cup Ramyun"
"1662","Pack","Thailand",5,,"Maruchan","35% Less Sodium Beef"
"1661","Cup","China",3.75,,"Shirakiku","Hot & Spicy Udon"
"1660","Pack","Hong Kong",3,,"Ottogi","Jjajang Bokki"
"1659","Pack","Vietnam",2.75,,"Sunlee","Shitake Mushroom Vernicalli"
"1658","Bowl","South Korea",5,,"Ibumie","LadMee Hot Pepper"
"1657","Pack","Pakistan",2.75,,"Maruchan","35% Less Sodium Chicken"
"1656","Cup","Thailand",3.5,,"Emart","Dare You! Habanero Ramen"
"1655","Pack","China",3,,"Ibumie","VegeMee Vegetarian Flavour"
"1654","Pack","Malaysia",5,,"Paldo","Kokomen Spicy Chicken"
"1653","Pack","Malaysia",5,,"Kamfen","Dried Mix Noodles Artificial Spicy Pork"
"1652","Pack","Malaysia",5,,"Vina Acecook","Good Artificial Minced Pork Bean Vermicelli"
"1651","Pack","Malaysia",3.75,,"Maruchan","35% Less Sodium Beef"
"1650","Pack","South Korea",4.25,,"Kamfen","dried Mix Noodles Soya Bean Paste"
"1649","Pack","China",4.25,,"Paldo","Namja Ramen (USA version)"
"1648","Pack","Taiwan",4.25,,"Paldo","Kokomen Spicy Chicken"
"1647","Cup","Canada",2.75,,"Nongshim","Jinjja Jinjja Flamin' Hot & Nutty"
"1646","Tray","Vietnam",4,,"Maruchan","Beef"
"1645","Bowl","Philippines",3.75,,"Yamachan","Mild Tonkotsu"
"1644","Bowl","Malaysia",2,,"Mama","Shrimp (TOM YUM)"
"1643","Cup","South Korea",3.5,,"Maruchan","Yakisoba Four Cheese"
"1642","Cup","Canada",0.25,,"Pot Noodle","Sweet & Sour"
"1641","Bowl","USA",0,,"Wai Wai","Sour Soup Flavor"
"1640","Pack","Taiwan",2,,"Ko-Lee","Go Noodles Chicken Special"
"1639","Cup","Malaysia",3.75,,"Kamfen","E-men Lobster Soup"
"1638","Pack","Taiwan",5,"2015 #10","Amino","Zurek"
"1637","Pack","Germany",3,,"Wai Wai","Oriental Style Instant Noodles (Dry method)"
"1636","Pack","Pakistan",3.25,,"Pot Noodle","Jamaican Jerk!"
"1635","Pack","Thailand",2.75,,"Right Foods","Dr. McDougall's Vegan Chicken Ramen"
"1634","Cup","South Korea",3.5,,"Maruchan","Yakisoba Jalapeno Cheddar"
"1633","Cup","Vietnam",3.5,,"Trident","Hot & Spicy 2 Minute Noodles"
"1632","Pack","Malaysia",3,,"Ko-Lee","Instant Noodles Chicken "
"1631","Bowl","Japan",4,,"Ottogi","Kiss Myon"
"1630","Bowl","China",2.5,,"Vifon","Pomidorowa (Mild Tomato)"
"1629","Bowl","Malaysia",3.5,,"Pot Noodle","Sweet & Spicy"
"1628","Cup","Canada",0,,"Sakurai Foods","Soy Sauce Ramen"
"1627","Bowl","Taiwan",2.5,,"Sakurai Foods","ARCHE Naturküche Japanische Nudelsuppe"
"1626","Bowl","Japan",2.75,,"Sakurai Foods","Miso Ramen"
"1625","Bowl","Thailand",5,,"Sakurai Foods","Sesame Noodles"
"1624","Pack","China",3,,"Sakurai Foods","100% Vegetarian Soy Sauce Flavor"
"1623","Pack","Malaysia",5,,"Sakurai Foods","Soy Sauce Ramen"
"1622","Pack","USA",4,,"Sakurai Foods","ARCHE Naturküche Ramen Mit Ingwer"
"1621","Bowl","Japan",3,,"Nissin","Bowl Noodles Hot & Spicy Super Picante"
"1620","Pack","Malaysia",3.25,,"Trident","Chow Mein Soft Noodles"
"1619","Pack","Singapore",3.75,,"Nongshim","Bowl Noodle Soup Spicy Seafood Flavor (New Version)"
"1618","Pack","Taiwan",2.5,,"Pot Noodle","Mr. Chu’s Golden Noodle No. 7 Sticky Rib"
"1617","Pack","Malaysia",5,"2015 #7","Nissin","Raoh Backfat Rich Soy Sauce Flavor"
"1616","Pack","China",3.5,,"Annie Chun's","Noodle Express Chinese Chow Mein"
"1615","Pack","China",4,,"Annie Chun's","Ramen House Spring Vegetable Ramen"
"1614","Pack","Malaysia",5,,"Annie Chun's","Soup Bowl South Korean Kimchi"
"1613","Bowl","Japan",3.25,,"Annie Chun's","Noodle Express Teriyaki"
"1612","Pack","Pakistan",3.25,,"Annie Chun's","Soup Bowl Vietnamese Pho"
"1611","Bowl","Philippines",4,,"Annie Chun's","Noodle Express Spicy Szechuan"
"1610","Pack","Vietnam",3,,"Annie Chun's","Soup Bowl Chinese Chicken"
"1609","Pack","Japan",0.25,,"Springlife","Spinach With Organic Noodles"
"1608","Pack","Malaysia",4.5,,"Annie Chun's","Ramen House Spicy Chicken Ramen"
"1607","Bowl","Japan",2.75,,"Pot Noodle","Chilli Beef Flavour"
"1606","Pack","Malaysia",4,,"Ottogi","Spaghetti Ramen"
"1605","Pack","Hong Kong",3.5,,"Nissin","Donbei Tensoba"
"1604","Pack","Japan",1,,"Sun Noodle","Yakisoba"
"1603","Pack","Indonesia",5,,"Sun Noodle","Ramen Pork Flavor"
"1602","Pack","Vietnam",3.5,,"Sun Noodle","Nama Soba Buckwheat Noodle"
"1601","Pack","South Korea",5,,"Sun Noodle","Cold Ramen Soy Sauce Vinaigrette"
"1600","Pack","Taiwan",5,,"S&S","Saimin"
"1599","Pack","India",3.5,,"Sun Noodle","Ramen Miso Flavor"
"1598","Cup","Thailand",4,,"Sun Noodle","Tantanmen Spicy Sesame (Mild)"
"1597","Tray","USA",4,,"Sun Noodle","Ramen Shoyu Flavor"
"1596","Pack","Malaysia",3,,"Ko-Lee","Go Noodles Thai Hot & Spicy Tom Yum"
"1595","Pack","China",5,,"Paldo","Jong-Gah-Jip Kimchi Ramen"
"1594","Cup","Japan",2.25,,"Trident","Singapore Soft Noodles"
"1593","Pack","South Korea",4.25,,"Amino","Ogorkowa"
"1592","Pack","Taiwan",5,,"GS25","Gonghwachun Jjamppong"
"1591","Pack","Malaysia",3.5,,"Nissin","Pan Asian Kitchen Spicy Pad Thai"
"1590","Pack","Malaysia",3.75,,"Prima Taste","Singapore Curry La Mian"
"1589","Pack","Malaysia",3.75,,"Prima Taste","Singapore Laksa La Mian"
"1588","Pack","Malaysia",3.5,,"Unox","Sate"
"1587","Pack","Malaysia",,,"Wai Wai","Tom Yum Shrimp Flavour"
"1586","Pack","Malaysia",3.75,,"Ko-Lee","Instant Noodles Beef"
"1585","Pack","Malaysia",5,"2015 #4","Maruchan","Bowl Chicken Flavor"
"1584","Pack","Malaysia",3.75,,"Sakurai Foods","Miso Stew Instant Udon (Winter)"
"1583","Pack","Malaysia",4,,"Nongshim","Shin Ramyun Black Spicy Beef"
"1582","Pack","Malaysia",4,,"Pot Noodle","Tony's Doner Kebab"
"1581","Pack","Vietnam",2.75,,"Maruchan","Yakisoba Beef Taco Flavor"
"1580","Pack","South Korea",3.75,,"Paldo","ДОШИРАК (Dosirac) Beef Flavor"
"1579","Pack","Malaysia",4,,"Mr. Noodles","Bowl Spicy Chicken Simulated Flavour"
"1578","Bowl","Japan",4,,"Nissin","Chow Mein Spicy Teriyaki Beef"
"1577","Pack","Thailand",3.75,,"Wai Wai","Artificial Pork Flavour"
"1576","Pack","India",3.75,,"Four Seas","Chicken Flavour"
"1575","Bowl","South Korea",5,,"Amino","Barszcz czerwony (Borscht)"
"1574","Pack","Taiwan",3.5,,"Nissin","Demae Ramen Sesame Oil Flavour Noodles With Soup Base"
"1573","Bowl","Malaysia",4.75,,"Ottogi","Sesame Flavor Noodle Bowl"
"1572","Pack","China",3.75,,"Western Family","Instant Noodles In A Cup Oriental"
"1571","Pack","Malaysia",3.5,,"Golden Wheat","Korean Style Spicy Beef Noodle Soup"
"1570","Bowl","Japan",5,,"Maruchan","Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables"
"1569","Pack","Malaysia",4,,"Unox","Good Noodles Oosterse Kip (Oriental Chicken)"
"1568","Cup","Thailand",3.5,,"Vina Acecook","Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour)"
"1567","Cup","Japan",4.25,,"Nissin","King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ)"
"1566","Cup","India",3.25,,"Tradition","Oriental Style Ramen Noodle Soup"
"1565","Pack","Japan",2.5,,"Nissin","Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup"
"1564","Cup","Vietnam",3,,"Samyang Foods","Sutah (SK Version)"
"1563","Pack","USA",4.25,,"Samyang Foods","Ganjjampong"
"1562","Pack","Singapore",2.75,,"Samyang Foods","Kimchi Ramyun (SK Version)"
"1561","Pack","Malaysia",4.5,,"Samyang Foods","Nagasaki Jjampong"
"1560","Tray","Thailand",3.75,,"Samyang Foods","Beef Flavor Ramyun (SK Version)"
"1559","Pack","China",4,,"HoMyeonDang","Premuim Noodle House Crab Jjampong"
"1558","Cup","Canada",2,,"Samyang Foods","Samyang Ramyun"
"1557","Pack","Malaysia",3.5,,"HoMyeonDang","Premium Noodle House Tofu Fried Noodle"
"1556","Pack","India",3.75,,"Samyang Foods","Hot Chacharoni"
"1555","Pack","UK",3.5,,"Samyang Foods","Bajirak Kalgugsu"
"1554","Pack","Sweden",3,,"Samyang Foods","Yukgaejang Beef Ramyun"
"1553","Pack","Malaysia",3.75,,"Samyang Foods","Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun)"
"1552","Pack","Thailand",3.5,,"Samyang Foods","Nagasaki Crab Jjampong"
"1551","Bowl","Japan",3.5,,"Samyang Foods","60 Ingredients Assorted Vegetable SK Version"
"1550","Pack","Malaysia",5,,"HoMyeonDang","Premium Noodle House Don Ramyun"
"1549","Pack","Canada",5,,"Mama","Authentic Thai Cuisine Pad Thai"
"1548","Cup","Japan",3.75,,"Nissin","King Cup Noodle BBQ Chicken & Onion"
"1547","Bowl","Taiwan",4.25,,"Western Family","Instant Noodles In A Cup Spicy Chicken"
"1546","Pack","Hong Kong",3.5,,"Wei Lih","Spicy Sichuan Flavor Instant Noodle"
"1545","Pack","Malaysia",5,,"Golden Wheat","Korean Style Spicy Shrimp Noodle Soup"
"1544","Tray","USA",1.5,,"Emart","Dare You Habanero Jjamppong"
"1543","Pack","India",3.75,,"Itomen","Chanponmen"
"1542","Cup","Singapore",2.5,,"Maruchan","Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables"
"1541","Pack","Taiwan",3.75,,"Western Family","Instant Noodles Vegetable Flavour"
"1540","Pack","China",4.25,,"Ko-Lee","Instant Noodles Super Chow Mein"
"1539","Bowl","Japan",3.5,,"Nongshim","Potato Pork Ramyun"
"1538","Pack","Hong Kong",4.5,,"Chewy","Rice Vermicelli Satay Chicken"
"1537","Pack","Thailand",3.75,,"Nongshim","Shin Ramyun Noodle Spicy Mushroom"
"1536","Pack","Vietnam",3.25,,"Nissin","Chow Mein Chicken"
"1535","Pack","Hong Kong",3.5,,"Myojo","Stir Fry Noodles Japanese Style Noodles With Sauce"
"1534","Pack","Malaysia",3.75,,"New Touch","Yakisoba Noodle"
"1533","Pack","Vietnam",3.75,,"Ottogi","Cheese Bokki"
"1532","Pack","Philippines",4.5,,"Mr. Noodles","Bowl Beef Simulated Flavor"
"1531","Pack","Philippines",3.75,,"Knorr","Japanese Pork Bone Flavour Quick Serve Macaroni"
"1530","Pack","Philippines",4,,"Maruchan","Seimen Japanese Instant Ramen Noodles Soy Sauce Taste"
"1529","Pack","Philippines",4,,"A-Sha Dry Noodle","Dry Noodle Hakka Noodle - Chili Sauce"
"1528","Cup","Philippines",3.25,,"A-Sha Dry Noodle","Dry Noodle Tainan Noodle - Sesame Sauce"
"1527","Pack","Philippines",4.5,,"A-Sha Dry Noodle","No. 10 Mandarin Noodle - Black Pepper Sauce"
"1526","Pack","Philippines",3.75,,"A-Sha Dry Noodle","Dry Noodle QQ Thin Noodle - BBQ Sauce"
"1525","Cup","Malaysia",3.75,,"A-Sha Dry Noodle","Dry Noodle Mandarin Noodle - Onion Oil Sauce"
"1524","Pack","Singapore",3.5,,"A-Sha Dry Noodle","Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce"
"1523","Bowl","South Korea",5,,"A-Sha Dry Noodle","Dry Noodle Mandarin Noodle - Original Sauce"
"1522","Pack","Vietnam",3.25,,"Mamee","Oriental Noodles Curry Flavour"
"1521","Tray","Japan",5,"2015 #9","Star Anise Foods","Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness"
"1520","Pack","Thailand",3,,"Tasty Bite","1 Step-1 Minute Asian Noodles Toasted Sesame"
"1519","Pack","India",3.5,,"Tasty Bite","1 Step-1 Minute Asian Noodles Lemongrass Ginger"
"1518","Pack","Malaysia",4.5,,"Tasty Bite","1 Step-1 Minute Asian Noodles Thai Basil"
"1517","Pack","Sweden",3.5,,"Tasty Bite","1 Step-1 Minute Asian Noodles Mushroom Lo Mein"
"1516","Pack","Japan",3.75,,"Tasty Bite","1 Step-1 Minute Asian Noodles Kung Pao"
"1515","Pack","South Korea",4,,"Tasty Bite","1 Step-1 Minute Asian Noodles Pad Thai"
"1514","Pack","Malaysia",4.5,,"Nissin","Cup Noodle Red Shock"
"1513","Pack","Thailand",4,,"Koka","Oriental Instant Noodles Stir Fried Noodles"
"1512","Pack","Hong Kong",1.75,,"Nissin","Raoh Rich Miso Flavor"
"1511","Pack","Taiwan",3.25,,"HoMyeonDang","Premium Noodle House Pork & Seafood Flavor"
